locationString,EndLocationString,Start,End,ips,UAs,timestamp
CN/Shandong,UA/Sevastopol' Misto,2022-11-26T07:05:20.3983969Z,2022-11-26T07:05:45.8115647Z,"[""61.156.14.71""]","[""BAV2ROPC""]",2022-11-26T07:05:20.3983969Z
UA/Sevastopol' Misto,CN/Shanghai Shi,2022-11-26T07:05:45.8115647Z,2022-11-26T07:06:50.6844402Z,"[""213.59.165.130""]","[""BAV2ROPC""]",2022-11-26T07:05:45.8115647Z
CN/Xinjiang,CN/Shanghai Shi,2022-11-26T07:06:54.9726154Z,2022-11-26T07:06:58.7184402Z,"[""117.146.186.86""]","[""BAV2ROPC""]",2022-11-26T07:06:54.9726154Z
KZ/Almaty,MX/Oaxaca,2022-11-26T07:07:10.7960722Z,2022-11-26T07:09:17.5400621Z,"[""5.250.156.254""]","[""BAV2ROPC""]",2022-11-26T07:07:10.7960722Z
KR/Daegu Gwangyeoksi,PL/Mazowieckie,2022-11-26T07:07:20.6922263Z,2022-11-26T07:08:28.6445053Z,"[""182.225.134.13""]","[""BAV2ROPC""]",2022-11-26T07:07:20.6922263Z
US/Illinois,KR/Daegu Gwangyeoksi,2022-11-26T07:07:22.8564038Z,2022-11-26T07:07:28.5594554Z,"[""209.153.45.44""]","[""BAV2ROPC""]",2022-11-26T07:07:22.8564038Z
GB/Norfolk,MX/Oaxaca,2022-11-26T07:07:37.8349383Z,2022-11-26T07:09:17.5400621Z,"[""84.93.153.9""]","[""BAV2ROPC""]",2022-11-26T07:07:37.8349383Z
PL/Mazowieckie,MX/Oaxaca,2022-11-26T07:08:00.7878565Z,2022-11-26T07:09:17.5400621Z,"[""89.78.105.103""]","[""BAV2ROPC""]",2022-11-26T07:08:00.7878565Z
PL/Mazowieckie,IN/Uttar Pradesh,2022-11-26T07:08:26.0212037Z,2022-11-26T07:08:38.5064865Z,"[""46.77.64.81""]","[""BAV2ROPC""]",2022-11-26T07:08:26.0212037Z
IN/Uttar Pradesh,PL/Mazowieckie,2022-11-26T07:08:27.9990234Z,2022-11-26T07:08:39.0826357Z,"[""122.187.229.28""]","[""BAV2ROPC""]",2022-11-26T07:08:27.9990234Z
PK/Punjab,MX/Oaxaca,2022-11-26T07:08:37.1422223Z,2022-11-26T07:09:17.5400621Z,"[""43.251.255.122""]","[""BAV2ROPC""]",2022-11-26T07:08:37.1422223Z
SO/Banaadir,MX/Oaxaca,2022-11-26T07:08:44.1383645Z,2022-11-26T07:09:17.5400621Z,"[""154.118.242.86""]","[""BAV2ROPC""]",2022-11-26T07:08:44.1383645Z
BR/Ceara,MX/Oaxaca,2022-11-26T07:08:48.5691674Z,2022-11-26T07:09:17.5400621Z,"[""187.58.131.87""]","[""BAV2ROPC""]",2022-11-26T07:08:48.5691674Z
VN/Ho Chi Minh,CN/Chongqing,2022-11-26T07:09:12.1139744Z,2022-11-26T07:10:04.6116811Z,"[""113.61.111.118""]","[""BAV2ROPC""]",2022-11-26T07:09:12.1139744Z
MX/Oaxaca,PT/Lisboa,2022-11-26T07:09:12.4574593Z,2022-11-26T07:10:33.5343694Z,"[""201.160.166.186""]","[""BAV2ROPC""]",2022-11-26T07:09:12.4574593Z
CN/Nei Mongol,PT/Lisboa,2022-11-26T07:09:39.9702877Z,2022-11-26T07:10:33.5343694Z,"[""219.148.171.178""]","[""BAV2ROPC""]",2022-11-26T07:09:39.9702877Z
CN/Chongqing,BR/Rio De Janeiro,2022-11-26T07:09:54.0636115Z,2022-11-26T07:15:40.6151272Z,"[""183.66.252.182""]","[""BAV2ROPC""]",2022-11-26T07:09:54.0636115Z
SE/Stockholms Lan,PT/Lisboa,2022-11-26T07:09:58.3642181Z,2022-11-26T07:10:33.5343694Z,"[""89.253.72.32""]","[""BAV2ROPC""]",2022-11-26T07:09:58.3642181Z
PT/Lisboa,CN/Shanghai Shi,2022-11-26T07:10:25.4514451Z,2022-11-26T07:10:50.5702234Z,"[""168.182.144.158""]","[""BAV2ROPC""]",2022-11-26T07:10:25.4514451Z
ES/Murcia,CN/Shanghai Shi,2022-11-26T07:10:44.1770734Z,2022-11-26T07:10:50.5702234Z,"[""185.184.2.72""]","[""BAV2ROPC""]",2022-11-26T07:10:44.1770734Z
CN/Shanghai Shi,ES/Murcia,2022-11-26T07:10:45.0041139Z,2022-11-26T07:10:57.8863373Z,"[""180.164.39.124""]","[""BAV2ROPC""]",2022-11-26T07:10:45.0041139Z
BR/Rio De Janeiro,CL/Region Metropolitana,2022-11-26T07:15:40.6151272Z,2022-11-26T07:27:33.4401734Z,"[""177.99.235.115""]","[""BAV2ROPC""]",2022-11-26T07:15:40.6151272Z
CN/Gansu,TW/Taichung,2022-11-26T07:17:52.1386914Z,2022-11-26T07:27:46.7804155Z,"[""125.74.189.200""]","[""BAV2ROPC""]",2022-11-26T07:17:52.1386914Z
CL/Region Metropolitana,IN/Karnataka,2022-11-26T07:27:20.2091552Z,2022-11-26T07:33:54.2668918Z,"[""186.148.208.84""]","[""BAV2ROPC""]",2022-11-26T07:27:20.2091552Z
TW/Taichung,IN/Karnataka,2022-11-26T07:27:44.1117768Z,2022-11-26T07:33:51.6358112Z,"[""123.205.58.163""]","[""BAV2ROPC""]",2022-11-26T07:27:44.1117768Z
IN/Karnataka,DK/Syddanmark,2022-11-26T07:33:51.6358112Z,2022-11-26T07:35:32.1783511Z,"[""103.130.109.6""]","[""BAV2ROPC""]",2022-11-26T07:33:51.6358112Z
DK/Syddanmark,TT/Port-Of-Spain,2022-11-26T07:35:21.6840888Z,2022-11-26T07:49:46.3187587Z,"[""5.206.194.9""]","[""BAV2ROPC""]",2022-11-26T07:35:21.6840888Z
CR/San Jose,FR/Paris,2022-11-26T07:35:38.6362355Z,2022-11-26T07:36:50.5636974Z,"[""190.211.100.28""]","[""BAV2ROPC""]",2022-11-26T07:35:38.6362355Z
SO/Banaadir,FR/Paris,2022-11-26T07:36:24.3613833Z,2022-11-26T07:36:50.5636974Z,"[""197.220.68.82""]","[""BAV2ROPC""]",2022-11-26T07:36:24.3613833Z
TT/Port-Of-Spain,AR/Santa Fe,2022-11-26T07:49:35.8830108Z,2022-11-26T07:51:27.0813329Z,"[""200.7.91.165""]","[""BAV2ROPC""]",2022-11-26T07:49:35.8830108Z
CN/Shanxi,AR/Santa Fe,2022-11-26T07:49:56.9653542Z,2022-11-26T07:51:27.0813329Z,"[""124.165.64.100""]","[""BAV2ROPC""]",2022-11-26T07:49:56.9653542Z
RU/Moskva,IL/Hadarom,2022-11-26T07:50:14.2472834Z,2022-11-26T07:51:57.4832736Z,"[""188.254.32.247""]","[""BAV2ROPC""]",2022-11-26T07:50:14.2472834Z
AR/Santa Fe,PK/Punjab,2022-11-26T07:51:24.4729473Z,2022-11-26T07:52:25.5268876Z,"[""179.60.217.2""]","[""BAV2ROPC""]",2022-11-26T07:51:24.4729473Z
IL/Hadarom,PK/Punjab,2022-11-26T07:51:57.4832736Z,2022-11-26T07:52:25.5268876Z,"[""31.154.185.118""]","[""BAV2ROPC""]",2022-11-26T07:51:57.4832736Z
AU/New South Wales,KR/Jeollabuk-Do,2022-11-26T08:28:58.5780754Z,2022-11-26T08:29:39.5944141Z,"[""159.196.116.80""]","[""BAV2ROPC""]",2022-11-26T08:28:58.5780754Z
CN/Shanxi,KR/Jeollabuk-Do,2022-11-26T08:29:16.8168899Z,2022-11-26T08:29:39.5944141Z,"[""110.180.246.6""]","[""BAV2ROPC""]",2022-11-26T08:29:16.8168899Z
KR/Jeollabuk-Do,CN/Shanxi,2022-11-26T08:29:28.9809994Z,2022-11-26T08:29:29.9655729Z,"[""221.159.36.5""]","[""BAV2ROPC""]",2022-11-26T08:29:28.9809994Z
CN/Hainan,IN/Karnataka,2022-11-26T08:29:50.4211778Z,2022-11-26T08:29:59.8846676Z,"[""113.59.119.97""]","[""BAV2ROPC""]",2022-11-26T08:29:50.4211778Z
IN/Karnataka,KR/Jeollabuk-Do,2022-11-26T08:29:59.8846676Z,2022-11-26T08:30:15.8379951Z,"[""125.99.241.105""]","[""BAV2ROPC""]",2022-11-26T08:29:59.8846676Z
KR/Jeollabuk-Do,IN/Karnataka,2022-11-26T08:30:10.5883440Z,2022-11-26T08:30:12.7886694Z,"[""121.154.155.80""]","[""BAV2ROPC""]",2022-11-26T08:30:10.5883440Z
KR/Daegu Gwangyeoksi,FR/Seine-Saint-Denis,2022-11-26T08:54:17.1244532Z,2022-11-26T08:56:11.5038034Z,"[""121.181.113.165""]","[""BAV2ROPC""]",2022-11-26T08:54:17.1244532Z
IR/Ilam,FR/Seine-Saint-Denis,2022-11-26T08:55:29.9227195Z,2022-11-26T08:56:11.5038034Z,"[""185.219.115.147""]","[""BAV2ROPC""]",2022-11-26T08:55:29.9227195Z
IN/Uttar Pradesh,FR/Seine-Saint-Denis,2022-11-26T08:55:55.7317538Z,2022-11-26T08:56:11.5038034Z,"[""122.187.227.24""]","[""BAV2ROPC""]",2022-11-26T08:55:55.7317538Z
FR/Seine-Saint-Denis,RS/Beograd,2022-11-26T08:56:11.5038034Z,2022-11-26T08:56:44.0663977Z,"[""217.117.146.52""]","[""BAV2ROPC""]",2022-11-26T08:56:11.5038034Z
RS/Beograd,CN/Shanghai Shi,2022-11-26T08:56:33.1822291Z,2022-11-26T08:57:25.0821711Z,"[""79.101.52.186""]","[""BAV2ROPC""]",2022-11-26T08:56:33.1822291Z
RU/Smolenskaya Oblast',CN/Shanghai Shi,2022-11-26T08:56:54.6314852Z,2022-11-26T08:57:25.0821711Z,"[""212.3.136.107""]","[""BAV2ROPC""]",2022-11-26T08:56:54.6314852Z
TT/Port-Of-Spain,UA/Kyiv Misto,2022-11-26T09:02:21.4444778Z,2022-11-26T09:03:22.0330750Z,"[""161.0.153.88""]","[""BAV2ROPC""]",2022-11-26T09:02:21.4444778Z
UA/Kyiv Misto,CN/Shanxi,2022-11-26T09:03:10.8675848Z,2022-11-26T09:03:49.1575901Z,"[""134.249.138.36""]","[""BAV2ROPC""]",2022-11-26T09:03:10.8675848Z
TH/Krung Thep,CN/Shanghai Shi,2022-11-26T09:22:33.2301761Z,2022-11-26T09:24:02.5621926Z,"[""171.100.8.186""]","[""BAV2ROPC""]",2022-11-26T09:22:33.2301761Z
CN/Shanxi,ID/Maluku Utara,2022-11-26T09:29:58.3469298Z,2022-11-26T09:30:57.7279410Z,"[""124.166.246.67""]","[""BAV2ROPC""]",2022-11-26T09:29:58.3469298Z
KR/Jeollanam-Do,ID/Maluku Utara,2022-11-26T09:30:20.8514410Z,2022-11-26T09:30:57.7279410Z,"[""121.179.170.92""]","[""BAV2ROPC""]",2022-11-26T09:30:20.8514410Z
ID/Maluku Utara,CN/Shaanxi,2022-11-26T09:30:55.0877701Z,2022-11-26T09:32:20.7714468Z,"[""203.99.98.83""]","[""BAV2ROPC""]",2022-11-26T09:30:55.0877701Z
CN/Shaanxi,KR/Jeollabuk-Do,2022-11-26T09:32:20.7714468Z,2022-11-26T09:32:49.5083857Z,"[""113.200.72.158""]","[""BAV2ROPC""]",2022-11-26T09:32:20.7714468Z
CN/Ningxia,US/Virginia,2022-11-26T09:45:28.3278562Z,2022-11-26T09:46:35.2229919Z,"[""111.113.27.218""]","[""BAV2ROPC""]",2022-11-26T09:45:28.3278562Z
BE/Brussels,RU/Moskva,2022-11-26T09:57:20.5226960Z,2022-11-26T10:09:30.1403689Z,"[""195.244.184.38""]","[""BAV2ROPC""]",2022-11-26T09:57:20.5226960Z
SG/Central Singapore,RU/Moskva,2022-11-26T09:58:29.8654945Z,2022-11-26T10:09:30.1403689Z,"[""129.126.115.190""]","[""BAV2ROPC""]",2022-11-26T09:58:29.8654945Z
CN/Jiangxi,CN/Shanghai Shi,2022-11-26T10:03:37.0169381Z,2022-11-26T10:05:20.4844983Z,"[""117.44.244.14""]","[""BAV2ROPC""]",2022-11-26T10:03:37.0169381Z
RU/Moskva,RS/Beograd,2022-11-26T10:09:19.1173982Z,2022-11-26T10:11:02.9293418Z,"[""109.173.65.117""]","[""BAV2ROPC""]",2022-11-26T10:09:19.1173982Z
RU/Sankt-Peterburg,CN/Shanghai Shi,2022-11-26T10:24:13.8187092Z,2022-11-26T10:24:55.9483758Z,"[""85.140.31.119""]","[""BAV2ROPC""]",2022-11-26T10:24:13.8187092Z
CN/Shanghai Shi,IR/Markazi,2022-11-26T10:24:42.3029177Z,2022-11-26T10:25:56.2271250Z,"[""218.80.0.208""]","[""BAV2ROPC""]",2022-11-26T10:24:42.3029177Z
IR/Markazi,US/Louisiana,2022-11-26T10:25:43.1467549Z,2022-11-26T10:39:46.6927852Z,"[""217.218.253.67""]","[""BAV2ROPC""]",2022-11-26T10:25:43.1467549Z
BR/Distrito Federal,CN/Shanghai Shi,2022-11-26T10:33:40.5420932Z,2022-11-26T10:34:28.3257171Z,"[""201.88.254.35""]","[""BAV2ROPC""]",2022-11-26T10:33:40.5420932Z
CN/Shanghai Shi,PS/Ramallah,2022-11-26T10:34:20.1685858Z,2022-11-26T10:34:43.6438730Z,"[""116.233.194.21""]","[""BAV2ROPC""]",2022-11-26T10:34:20.1685858Z
PS/Ramallah,RU/Novosibirskaya Oblast',2022-11-26T10:34:38.2256625Z,2022-11-26T10:44:51.3618377Z,"[""185.209.108.42""]","[""BAV2ROPC""]",2022-11-26T10:34:38.2256625Z
CN/Shanxi,US/Louisiana,2022-11-26T10:39:16.4678556Z,2022-11-26T10:39:41.5660058Z,"[""60.222.244.89""]","[""BAV2ROPC""]",2022-11-26T10:39:16.4678556Z
US/Louisiana,BR/Rio De Janeiro,2022-11-26T10:39:36.3583756Z,2022-11-26T10:39:57.6375119Z,"[""12.94.8.194""]","[""BAV2ROPC""]",2022-11-26T10:39:36.3583756Z
RU/Novosibirskaya Oblast',RU/Moskva,2022-11-26T10:44:51.3618377Z,2022-11-26T10:45:19.7241408Z,"[""5.128.36.44""]","[""BAV2ROPC""]",2022-11-26T10:44:51.3618377Z
RU/Moskva,IR/Ilam,2022-11-26T10:45:19.7241408Z,2022-11-26T10:48:09.1504992Z,"[""109.170.45.171""]","[""BAV2ROPC""]",2022-11-26T10:45:19.7241408Z
FR/Calvados,IR/Ilam,2022-11-26T10:45:37.7590012Z,2022-11-26T10:48:09.1504992Z,"[""193.251.180.116""]","[""BAV2ROPC""]",2022-11-26T10:45:37.7590012Z
CN/Shaanxi,IR/Ilam,2022-11-26T10:47:10.3463955Z,2022-11-26T10:48:09.1504992Z,"[""61.185.86.254""]","[""BAV2ROPC""]",2022-11-26T10:47:10.3463955Z
JP/Tokyo,TW/Nantou,2022-11-26T10:49:31.6315509Z,2022-11-26T10:54:06.2532537Z,"[""160.86.252.206""]","[""BAV2ROPC""]",2022-11-26T10:49:31.6315509Z
IN/Uttar Pradesh,SE/Vastra Gotalands Lan,2022-11-26T10:50:03.1351902Z,2022-11-26T10:50:41.6701097Z,"[""59.152.41.76""]","[""BAV2ROPC""]",2022-11-26T10:50:03.1351902Z
SE/Vastra Gotalands Lan,FR/Paris,2022-11-26T10:50:31.2448225Z,2022-11-26T10:53:47.5071570Z,"[""158.174.107.91""]","[""BAV2ROPC""]",2022-11-26T10:50:31.2448225Z
JM/Kingston,FR/Paris,2022-11-26T10:52:16.7659722Z,2022-11-26T10:53:50.1159474Z,"[""63.143.100.128""]","[""BAV2ROPC""]",2022-11-26T10:52:16.7659722Z
ID/Jawa Barat,TW/Nantou,2022-11-26T10:53:38.8716408Z,2022-11-26T10:54:06.2532537Z,"[""103.94.96.195""]","[""BAV2ROPC""]",2022-11-26T10:53:38.8716408Z
FR/Paris,SE/Vastra Gotalands Lan,2022-11-26T10:53:39.7061832Z,2022-11-26T10:54:42.6965635Z,"[""82.64.172.23""]","[""BAV2ROPC""]",2022-11-26T10:53:39.7061832Z
TW/Nantou,KR/Jeollabuk-Do,2022-11-26T10:53:55.5695408Z,2022-11-26T11:00:49.7906726Z,"[""60.249.82.122""]","[""BAV2ROPC""]",2022-11-26T10:53:55.5695408Z
PT/Porto,SE/Vastra Gotalands Lan,2022-11-26T10:53:57.5271077Z,2022-11-26T10:54:42.6965635Z,"[""2.82.160.222""]","[""BAV2ROPC""]",2022-11-26T10:53:57.5271077Z
SE/Vastra Gotalands Lan,KR/Gyeongsangnam-Do,2022-11-26T10:54:37.4457887Z,2022-11-26T10:54:53.3559742Z,"[""90.227.109.23""]","[""BAV2ROPC""]",2022-11-26T10:54:37.4457887Z
KR/Gyeongsangnam-Do,ES/Sevilla,2022-11-26T10:54:53.3559742Z,2022-11-26T10:55:18.7785705Z,"[""211.220.122.137""]","[""BAV2ROPC""]",2022-11-26T10:54:53.3559742Z
ES/Sevilla,IL/Hadarom,2022-11-26T10:55:10.8859235Z,2022-11-26T11:08:41.4089486Z,"[""212.225.210.5""]","[""BAV2ROPC""]",2022-11-26T10:55:10.8859235Z
KR/Jeollabuk-Do,ES/Sevilla,2022-11-26T11:00:43.7724954Z,2022-11-26T11:01:32.6352944Z,"[""59.2.250.144""]","[""BAV2ROPC""]",2022-11-26T11:00:43.7724954Z
ES/Sevilla,US/Virginia,2022-11-26T11:01:26.9773297Z,2022-11-26T11:01:40.5076746Z,"[""92.177.14.97""]","[""BAV2ROPC""]",2022-11-26T11:01:26.9773297Z
US/Virginia,ES/Sevilla,2022-11-26T11:01:29.3062145Z,2022-11-26T11:01:32.6352944Z,"[""72.83.231.44""]","[""BAV2ROPC""]",2022-11-26T11:01:29.3062145Z
RU/Kostromskaya Oblast',US/Illinois,2022-11-26T11:02:12.0129504Z,2022-11-26T11:02:16.4011324Z,"[""46.42.3.203""]","[""BAV2ROPC""]",2022-11-26T11:02:12.0129504Z
US/Illinois,RU/Kostromskaya Oblast',2022-11-26T11:02:13.8485951Z,2022-11-26T11:02:23.2638653Z,"[""73.74.105.90""]","[""BAV2ROPC""]",2022-11-26T11:02:13.8485951Z
IE/Dublin,TZ/Dar Es Salaam,2022-11-26T11:02:34.6404447Z,2022-11-26T11:03:45.7264401Z,"[""86.45.50.167""]","[""BAV2ROPC""]",2022-11-26T11:02:34.6404447Z
PT/Portalegre,IN/Telangana,2022-11-26T11:02:46.2464172Z,2022-11-26T11:05:18.3435159Z,"[""188.81.39.147""]","[""BAV2ROPC""]",2022-11-26T11:02:46.2464172Z
CL/Region Metropolitana,TZ/Dar Es Salaam,2022-11-26T11:03:01.5937012Z,2022-11-26T11:03:45.7264401Z,"[""186.103.136.43""]","[""BAV2ROPC""]",2022-11-26T11:03:01.5937012Z
SN/Dakar,TZ/Dar Es Salaam,2022-11-26T11:03:37.7609624Z,2022-11-26T11:03:45.7264401Z,"[""41.214.117.25""]","[""BAV2ROPC""]",2022-11-26T11:03:37.7609624Z
TZ/Dar Es Salaam,SN/Dakar,2022-11-26T11:03:37.9957895Z,2022-11-26T11:03:46.0447285Z,"[""41.59.209.150""]","[""BAV2ROPC""]",2022-11-26T11:03:37.9957895Z
TW/New Taipei,CN/Shanxi,2022-11-26T11:07:51.6696314Z,2022-11-26T11:09:58.2131963Z,"[""110.25.99.31""]","[""BAV2ROPC""]",2022-11-26T11:07:51.6696314Z
IL/Hadarom,CN/Shanxi,2022-11-26T11:08:31.0959303Z,2022-11-26T11:09:55.5505836Z,"[""2.55.122.202""]","[""BAV2ROPC""]",2022-11-26T11:08:31.0959303Z
CN/Shanxi,CN/Shandong,2022-11-26T11:10:00.9151360Z,2022-11-26T11:22:39.4102689Z,"[""113.25.252.206""]","[""BAV2ROPC""]",2022-11-26T11:10:00.9151360Z
TW/Miaoli,CN/Shanghai Shi,2022-11-26T11:21:31.3574173Z,2022-11-26T11:23:06.7871042Z,"[""114.35.172.171""]","[""BAV2ROPC""]",2022-11-26T11:21:31.3574173Z
CN/Shandong,IN/Gujarat,2022-11-26T11:21:40.3122729Z,2022-11-26T11:22:45.7592622Z,"[""219.146.247.142""]","[""BAV2ROPC""]",2022-11-26T11:21:40.3122729Z
CN/Shandong,CN/Shanghai Shi,2022-11-26T11:22:36.7483332Z,2022-11-26T11:22:59.0569481Z,"[""119.163.199.123""]","[""BAV2ROPC""]",2022-11-26T11:22:36.7483332Z
IN/Gujarat,PK/Punjab,2022-11-26T11:22:40.6717439Z,2022-11-26T11:23:16.4791424Z,"[""122.170.106.176""]","[""BAV2ROPC""]",2022-11-26T11:22:40.6717439Z
CN/Shandong,TZ/Dar Es Salaam,2022-11-26T11:40:10.6070293Z,2022-11-26T11:47:39.8772048Z,"[""61.162.220.97""]","[""BAV2ROPC""]",2022-11-26T11:40:10.6070293Z
RU/Vladimirskaya Oblast',BR/Rio De Janeiro,2022-11-26T11:41:28.5091965Z,2022-11-26T11:50:19.0665191Z,"[""94.158.116.175""]","[""BAV2ROPC""]",2022-11-26T11:41:28.5091965Z
CN/Shandong,TZ/Dar Es Salaam,2022-11-26T11:42:17.0531975Z,2022-11-26T11:47:45.2166707Z,"[""221.214.55.220""]","[""BAV2ROPC""]",2022-11-26T11:42:17.0531975Z
KR/Incheon Gwangyeoksi,BR/Rio De Janeiro,2022-11-26T11:47:56.1129866Z,2022-11-26T11:50:19.0665191Z,"[""1.11.62.185""]","[""BAV2ROPC""]",2022-11-26T11:47:56.1129866Z
IN/Gujarat,CN/Gansu,2022-11-26T11:51:12.3384136Z,2022-11-26T11:53:41.5035496Z,"[""14.99.99.254""]","[""BAV2ROPC""]",2022-11-26T11:51:12.3384136Z
CN/Gansu,BR/Para,2022-11-26T11:53:38.9389880Z,2022-11-26T12:01:53.0737394Z,"[""125.75.115.11""]","[""BAV2ROPC""]",2022-11-26T11:53:38.9389880Z
US/Illinois,BR/Para,2022-11-26T12:01:11.4212841Z,2022-11-26T12:01:53.0737394Z,"[""166.250.249.184""]","[""BAV2ROPC""]",2022-11-26T12:01:11.4212841Z
KW/Al Kuwayt,BR/Para,2022-11-26T12:01:28.6873383Z,2022-11-26T12:01:53.0737394Z,"[""94.187.240.175""]","[""BAV2ROPC""]",2022-11-26T12:01:28.6873383Z
BR/Para,CN/Jiangxi,2022-11-26T12:01:53.0737394Z,2022-11-26T12:02:35.5913993Z,"[""177.54.230.234""]","[""BAV2ROPC""]",2022-11-26T12:01:53.0737394Z
CN/Jiangxi,CN/Shanghai Shi,2022-11-26T12:02:32.5212024Z,2022-11-26T12:03:58.0708907Z,"[""218.64.57.12""]","[""BAV2ROPC""]",2022-11-26T12:02:32.5212024Z
US/Virginia,CN/Shanghai Shi,2022-11-26T12:03:11.6577181Z,2022-11-26T12:03:58.0708907Z,"[""71.219.12.63""]","[""BAV2ROPC""]",2022-11-26T12:03:11.6577181Z
AZ/Baku,CN/Shanghai Shi,2022-11-26T12:03:28.7190892Z,2022-11-26T12:03:58.0708907Z,"[""85.132.106.137""]","[""BAV2ROPC""]",2022-11-26T12:03:28.7190892Z
AT/Wien,US/Missouri,2022-11-26T12:17:11.8295898Z,2022-11-26T12:18:51.8871100Z,"[""212.152.216.141""]","[""BAV2ROPC""]",2022-11-26T12:17:11.8295898Z
UA/Sevastopol' Misto,CN/Chongqing,2022-11-26T12:26:49.6101265Z,2022-11-26T12:29:20.3646006Z,"[""213.59.165.100""]","[""BAV2ROPC""]",2022-11-26T12:26:49.6101265Z
KW/Al Kuwayt,IN/Gujarat,2022-11-26T12:27:08.4934439Z,2022-11-26T12:29:02.6142088Z,"[""78.89.153.145""]","[""BAV2ROPC""]",2022-11-26T12:27:08.4934439Z
CO/Caldas,IN/Gujarat,2022-11-26T12:27:42.3260341Z,2022-11-26T12:29:02.6142088Z,"[""186.179.100.0""]","[""BAV2ROPC""]",2022-11-26T12:27:42.3260341Z
IN/Gujarat,CN/Chongqing,2022-11-26T12:28:54.6550681Z,2022-11-26T12:29:20.3646006Z,"[""103.26.51.76""]","[""BAV2ROPC""]",2022-11-26T12:28:54.6550681Z
PE/Lima Province,CN/Qinghai,2022-11-26T12:41:46.8947130Z,2022-11-26T12:43:09.4755668Z,"[""200.37.98.147""]","[""BAV2ROPC""]",2022-11-26T12:41:46.8947130Z
ID/Maluku,CN/Qinghai,2022-11-26T12:42:15.9757022Z,2022-11-26T12:43:09.4755668Z,"[""103.147.142.44""]","[""BAV2ROPC""]",2022-11-26T12:42:15.9757022Z
CN/Qinghai,US/Illinois,2022-11-26T12:42:55.8843527Z,2022-11-26T12:43:15.9464640Z,"[""110.167.168.154""]","[""BAV2ROPC""]",2022-11-26T12:42:55.8843527Z
US/Illinois,CN/Shanghai Shi,2022-11-26T12:43:12.8046666Z,2022-11-26T12:53:19.7687684Z,"[""73.9.27.26""]","[""BAV2ROPC""]",2022-11-26T12:43:12.8046666Z
VN/Gia Lai,IN/Kerala,2022-11-26T12:49:51.8372509Z,2022-11-26T12:50:37.1560214Z,"[""117.2.105.172""]","[""BAV2ROPC""]",2022-11-26T12:49:51.8372509Z
IN/Uttar Pradesh,IN/Kerala,2022-11-26T12:50:11.7439875Z,2022-11-26T12:50:37.1560214Z,"[""144.48.168.45""]","[""BAV2ROPC""]",2022-11-26T12:50:11.7439875Z
IN/Kerala,BR/Rio De Janeiro,2022-11-26T12:50:31.9166759Z,2022-11-26T12:51:17.8057709Z,"[""103.85.204.98""]","[""BAV2ROPC""]",2022-11-26T12:50:31.9166759Z
CN/Shanghai Shi,IN/Uttar Pradesh,2022-11-26T12:53:19.7687684Z,2022-11-26T12:53:34.9244145Z,"[""106.75.17.82""]","[""BAV2ROPC""]",2022-11-26T12:53:19.7687684Z
IN/Uttar Pradesh,CN/Shanghai Shi,2022-11-26T12:53:32.3351250Z,2022-11-26T12:53:33.4516344Z,"[""122.160.70.54""]","[""BAV2ROPC""]",2022-11-26T12:53:32.3351250Z
UA/Vinnyts'ka Oblast',US/Alabama,2022-11-26T13:03:04.5378713Z,2022-11-26T13:12:34.1457847Z,"[""195.34.206.205""]","[""BAV2ROPC""]",2022-11-26T13:03:04.5378713Z
US/Alabama,RU/Tatarstan,2022-11-26T13:12:31.1148621Z,2022-11-26T13:12:54.5181710Z,"[""68.63.88.104""]","[""BAV2ROPC""]",2022-11-26T13:12:31.1148621Z
RU/Tatarstan,FR/Seine-Et-Marne,2022-11-26T13:12:48.9102120Z,2022-11-26T13:20:41.5839534Z,"[""92.255.199.164""]","[""BAV2ROPC""]",2022-11-26T13:12:48.9102120Z
VN/Ho Chi Minh,IN/Karnataka,2022-11-26T13:13:09.6907376Z,2022-11-26T13:22:39.0593502Z,"[""118.69.183.237""]","[""BAV2ROPC""]",2022-11-26T13:13:09.6907376Z
BG/Sofiya-Grad,FR/Seine-Et-Marne,2022-11-26T13:14:36.4278307Z,2022-11-26T13:20:36.2129711Z,"[""185.255.212.178""]","[""BAV2ROPC""]",2022-11-26T13:14:36.4278307Z
FR/Seine-Et-Marne,PT/Lisboa,2022-11-26T13:20:30.9444451Z,2022-11-26T13:30:53.6035997Z,"[""31.32.208.250""]","[""BAV2ROPC""]",2022-11-26T13:20:30.9444451Z
PA/Chiriqui,IN/Karnataka,2022-11-26T13:21:52.8023756Z,2022-11-26T13:22:46.9258055Z,"[""190.219.196.113""]","[""BAV2ROPC""]",2022-11-26T13:21:52.8023756Z
IN/Karnataka,BR/Rondonia,2022-11-26T13:22:36.5352527Z,2022-11-26T13:33:00.0599820Z,"[""122.166.238.88""]","[""BAV2ROPC""]",2022-11-26T13:22:36.5352527Z
US/Missouri,BR/Rondonia,2022-11-26T13:23:10.7258538Z,2022-11-26T13:32:57.4062041Z,"[""74.194.51.45""]","[""BAV2ROPC""]",2022-11-26T13:23:10.7258538Z
CN/Shandong,BR/Rondonia,2022-11-26T13:24:49.8863805Z,2022-11-26T13:32:57.4062041Z,"[""112.6.33.7""]","[""BAV2ROPC""]",2022-11-26T13:24:49.8863805Z
